etf_ticker,etf_name,company,company_ticker,weight_pct,as_of_date,holdings_source
SILJ,Amplify Junior Silver Miners ETF,Fresnillo plc,FRES.L,0.86,2026-09-22,"https://companiesmarketcap.com/amplify-junior-silver-miners-etf/holdings/ (full list); https://stockanalysis.com/etf/silj/holdings/ (top 25 as of Sep 22, 2026)"
SILJ,Amplify Junior Silver Miners ETF,KGHM Polska Miedz SA,KGH.WA,0.85,2026-09-22,"https://companiesmarketcap.com/amplify-junior-silver-miners-etf/holdings/ (full list); https://stockanalysis.com/etf/silj/holdings/ (top 25 as of Sep 22, 2026)"
SILJ,Amplify Junior Silver Miners ETF,Trilogy Metals Inc,TMQ,0.73,2026-09-22,"https://companiesmarketcap.com/amplify-junior-silver-miners-etf/holdings/ (full list); https://stockanalysis.com/etf/silj/holdings/ (top 25 as of Sep 22, 2026)"
SILJ,Amplify Junior Silver Miners ETF,McEwen Inc,MUX,0.69,2026-09-22,"https://companiesmarketcap.com/amplify-junior-silver-miners-etf/holdings/ (full list); https://stockanalysis.com/etf/silj/holdings/ (top 25 as of Sep 22, 2026)"
SILJ,Amplify Junior Silver Miners ETF,i-80 Gold Corp,IAUX,0.65,2026-09-22,"https://companiesmarketcap.com/amplify-junior-silver-miners-etf/holdings/ (full list); https://stockanalysis.com/etf/silj/holdings/ (top 25 as of Sep 22, 2026)"
SILJ,Amplify Junior Silver Miners ETF,New Pacific Metals Corp,NEWP,0.61,2026-09-22,"https://companiesmarketcap.com/amplify-junior-silver-miners-etf/holdings/ (full list); https://stockanalysis.com/etf/silj/holdings/ (top 25 as of Sep 22, 2026)"
SILJ,Amplify Junior Silver Miners ETF,Troilus Gold Corp,TLG,0.54,2026-09-22,"https://companiesmarketcap.com/amplify-junior-silver-miners-etf/holdings/ (full list); https://stockanalysis.com/etf/silj/holdings/ (top 25 as of Sep 22, 2026)"
SILJ,Amplify Junior Silver Miners ETF,Western Copper & Gold Corp,WRN,0.54,2026-09-22,"https://companiesmarketcap.com/amplify-junior-silver-miners-etf/holdings/ (full list); https://stockanalysis.com/etf/silj/holdings/ (top 25 as of Sep 22, 2026)"
SILJ,Amplify Junior Silver Miners ETF,Industrias Penoles SAB de CV,PENOLES.MX,0.53,2026-09-22,"https://companiesmarketcap.com/amplify-junior-silver-miners-etf/holdings/ (full list); https://stockanalysis.com/etf/silj/holdings/ (top 25 as of Sep 22, 2026)"
SILJ,Amplify Junior Silver Miners ETF,GoGold Resources Inc,GGD,0.52,2026-09-22,"https://companiesmarketcap.com/amplify-junior-silver-miners-etf/holdings/ (full list); https://stockanalysis.com/etf/silj/holdings/ (top 25 as of Sep 22, 2026)"
SILJ,Amplify Junior Silver Miners ETF,Osisko Metals Inc,OM,0.50,2026-09-22,"https://companiesmarketcap.com/amplify-junior-silver-miners-etf/holdings/ (full list); https://stockanalysis.com/etf/silj/holdings/ (top 25 as of Sep 22, 2026)"
SILJ,Amplify Junior Silver Miners ETF,First Mining Gold Corp,FF,0.42,2026-09-22,"https://companiesmarketcap.com/amplify-junior-silver-miners-etf/holdings/ (full list); https://stockanalysis.com/etf/silj/holdings/ (top 25 as of Sep 22, 2026)"
SILJ,Amplify Junior Silver Miners ETF,Santacruz Silver Mining Ltd,SCZ,0.31,2026-09-22,"https://companiesmarketcap.com/amplify-junior-silver-miners-etf/holdings/ (full list); https://stockanalysis.com/etf/silj/holdings/ (top 25 as of Sep 22, 2026)"
SILJ,Amplify Junior Silver Miners ETF,Andean Precious Metals Corp,APM,0.19,2026-09-22,"https://companiesmarketcap.com/amplify-junior-silver-miners-etf/holdings/ (full list); https://stockanalysis.com/etf/silj/holdings/ (top 25 as of Sep 22, 2026)"
SILJ,Amplify Junior Silver Miners ETF,Panoro Minerals Ltd,PML,0.17,2026-09-22,"https://companiesmarketcap.com/amplify-junior-silver-miners-etf/holdings/ (full list); https://stockanalysis.com/etf/silj/holdings/ (top 25 as of Sep 22, 2026)"
SILJ,Amplify Junior Silver Miners ETF,Silver Mines Ltd,SVL.AX,0.14,2026-09-22,"https://companiesmarketcap.com/amplify-junior-silver-miners-etf/holdings/ (full list); https://stockanalysis.com/etf/silj/holdings/ (top 25 as of Sep 22, 2026)"
SILJ,Amplify Junior Silver Miners ETF,Sotkamo Silver AB,SOSI.ST,0.14,2026-09-22,"https://companiesmarketcap.com/amplify-junior-silver-miners-etf/holdings/ (full list); https://stockanalysis.com/etf/silj/holdings/ (top 25 as of Sep 22, 2026)"
SILJ,Amplify Junior Silver Miners ETF,Silver Storm Mining Ltd,SVRS,0.11,2026-09-22,"https://companiesmarketcap.com/amplify-junior-silver-miners-etf/holdings/ (full list); https://stockanalysis.com/etf/silj/holdings/ (top 25 as of Sep 22, 2026)"
SILJ,Amplify Junior Silver Miners ETF,Tudor Gold Corp,TUD,0.11,2026-09-22,"https://companiesmarketcap.com/amplify-junior-silver-miners-etf/holdings/ (full list); https://stockanalysis.com/etf/silj/holdings/ (top 25 as of Sep 22, 2026)"
SILJ,Amplify Junior Silver Miners ETF,Minera Frisco SAB de CV,MFRISCO.MX,0.10,2026-09-22,"https://companiesmarketcap.com/amplify-junior-silver-miners-etf/holdings/ (full list); https://stockanalysis.com/etf/silj/holdings/ (top 25 as of Sep 22, 2026)"
SILJ,Amplify Junior Silver Miners ETF,Guanajuato Silver Co Ltd,GSVR,0.10,2026-09-22,"https://companiesmarketcap.com/amplify-junior-silver-miners-etf/holdings/ (full list); https://stockanalysis.com/etf/silj/holdings/ (top 25 as of Sep 22, 2026)"
SILJ,Amplify Junior Silver Miners ETF,Paramount Gold Nevada Corp,PZG,0.09,2026-09-22,"https://companiesmarketcap.com/amplify-junior-silver-miners-etf/holdings/ (full list); https://stockanalysis.com/etf/silj/holdings/ (top 25 as of Sep 22, 2026)"
SILJ,Amplify Junior Silver Miners ETF,Volcan Cia Minera SAA,VOLCAN,0.09,2026-09-22,"https://companiesmarketcap.com/amplify-junior-silver-miners-etf/holdings/ (full list); https://stockanalysis.com/etf/silj/holdings/ (top 25 as of Sep 22, 2026)"
SILJ,Amplify Junior Silver Miners ETF,Silver Mountain Resources Inc,AGMR,0.09,2026-09-22,"https://companiesmarketcap.com/amplify-junior-silver-miners-etf/holdings/ (full list); https://stockanalysis.com/etf/silj/holdings/ (top 25 as of Sep 22, 2026)"
SILJ,Amplify Junior Silver Miners ETF,BMC Minerals Ltd,BMC,0.07,2026-09-22,"https://companiesmarketcap.com/amplify-junior-silver-miners-etf/holdings/ (full list); https://stockanalysis.com/etf/silj/holdings/ (top 25 as of Sep 22, 2026)"
SILJ,Amplify Junior Silver Miners ETF,Chesapeake Gold Corp,CKG,0.06,2026-09-22,"https://companiesmarketcap.com/amplify-junior-silver-miners-etf/holdings/ (full list); https://stockanalysis.com/etf/silj/holdings/ (top 25 as of Sep 22, 2026)"
SILJ,Amplify Junior Silver Miners ETF,Aftermath Silver Ltd,AAG,0.06,2026-09-22,"https://companiesmarketcap.com/amplify-junior-silver-miners-etf/holdings/ (full list); https://stockanalysis.com/etf/silj/holdings/ (top 25 as of Sep 22, 2026)"
SILJ,Amplify Junior Silver Miners ETF,Sierra Madre Gold And Silver Ltd,SM,0.06,2026-09-22,"https://companiesmarketcap.com/amplify-junior-silver-miners-etf/holdings/ (full list); https://stockanalysis.com/etf/silj/holdings/ (top 25 as of Sep 22, 2026)"
SILJ,Amplify Junior Silver Miners ETF,Manuka Resources Ltd,MKR.AX,0.05,2026-09-22,"https://companiesmarketcap.com/amplify-junior-silver-miners-etf/holdings/ (full list); https://stockanalysis.com/etf/silj/holdings/ (top 25 as of Sep 22, 2026)"
SILJ,Amplify Junior Silver Miners ETF,Copper Fox Metals Inc,CUU,0.04,2026-09-22,"https://companiesmarketcap.com/amplify-junior-silver-miners-etf/holdings/ (full list); https://stockanalysis.com/etf/silj/holdings/ (top 25 as of Sep 22, 2026)"
SILJ,Amplify Junior Silver Miners ETF,Falco Resources Ltd,FPC,0.04,2026-09-22,"https://companiesmarketcap.com/amplify-junior-silver-miners-etf/holdings/ (full list); https://stockanalysis.com/etf/silj/holdings/ (top 25 as of Sep 22, 2026)"
SILJ,Amplify Junior Silver Miners ETF,Bunker Hill Mining Corp,BNKR,0.03,2026-09-22,"https://companiesmarketcap.com/amplify-junior-silver-miners-etf/holdings/ (full list); https://stockanalysis.com/etf/silj/holdings/ (top 25 as of Sep 22, 2026)"
SILJ,Amplify Junior Silver Miners ETF,IMPACT Silver Corp,IPT,0.03,2026-09-22,"https://companiesmarketcap.com/amplify-junior-silver-miners-etf/holdings/ (full list); https://stockanalysis.com/etf/silj/holdings/ (top 25 as of Sep 22, 2026)"
GBUG,Sprott Active Gold & Silver Miners ETF,DPM Metals Inc.,DPM,5.26,2026-09-24,"https://www.marketbeat.com/stocks/NASDAQ/GBUG/holdings/ (top 25 as of Sep 24, 2026); Sprott GBUG factsheet holdings as of 12/31/2025"
GBUG,Sprott Active Gold & Silver Miners ETF,G Mining Ventures Corp.,GMIN,4.71,2026-09-24,"https://www.marketbeat.com/stocks/NASDAQ/GBUG/holdings/ (top 25 as of Sep 24, 2026); Sprott GBUG factsheet holdings as of 12/31/2025"
GBUG,Sprott Active Gold & Silver Miners ETF,Discovery Mining Ltd,DSV,4.51,2026-09-24,"https://www.marketbeat.com/stocks/NASDAQ/GBUG/holdings/ (top 25 as of Sep 24, 2026); Sprott GBUG factsheet holdings as of 12/31/2025"
GBUG,Sprott Active Gold & Silver Miners ETF,IAMGOLD Corporation,IAG,3.99,2026-09-24,"https://www.marketbeat.com/stocks/NASDAQ/GBUG/holdings/ (top 25 as of Sep 24, 2026); Sprott GBUG factsheet holdings as of 12/31/2025"
GBUG,Sprott Active Gold & Silver Miners ETF,Eldorado Gold Corporation,EGO,3.88,2026-09-24,"https://www.marketbeat.com/stocks/NASDAQ/GBUG/holdings/ (top 25 as of Sep 24, 2026); Sprott GBUG factsheet holdings as of 12/31/2025"
GBUG,Sprott Active Gold & Silver Miners ETF,Montage Gold Corp,MAU,3.64,2026-09-24,"https://www.marketbeat.com/stocks/NASDAQ/GBUG/holdings/ (top 25 as of Sep 24, 2026); Sprott GBUG factsheet holdings as of 12/31/2025"
GBUG,Sprott Active Gold & Silver Miners ETF,Coeur Mining,CDE,3.71,2026-09-24,"https://www.marketbeat.com/stocks/NASDAQ/GBUG/holdings/ (top 25 as of Sep 24, 2026); Sprott GBUG factsheet holdings as of 12/31/2025"
GBUG,Sprott Active Gold & Silver Miners ETF,Wesdome Gold Mines Ltd.,WDO,3.69,2026-09-24,"https://www.marketbeat.com/stocks/NASDAQ/GBUG/holdings/ (top 25 as of Sep 24, 2026); Sprott GBUG factsheet holdings as of 12/31/2025"
GBUG,Sprott Active Gold & Silver Miners ETF,Newmont,NEM,3.21,2026-09-24,"https://www.marketbeat.com/stocks/NASDAQ/GBUG/holdings/ (top 25 as of Sep 24, 2026); Sprott GBUG factsheet holdings as of 12/31/2025"
GBUG,Sprott Active Gold & Silver Miners ETF,Ramelius Resources Limited,RMS.AX,3.17,2026-09-24,"https://www.marketbeat.com/stocks/NASDAQ/GBUG/holdings/ (top 25 as of Sep 24, 2026); Sprott GBUG factsheet holdings as of 12/31/2025"
GBUG,Sprott Active Gold & Silver Miners ETF,Wheaton Precious Metals Corp.,WPM,3.16,2026-09-24,"https://www.marketbeat.com/stocks/NASDAQ/GBUG/holdings/ (top 25 as of Sep 24, 2026); Sprott GBUG factsheet holdings as of 12/31/2025"
GBUG,Sprott Active Gold & Silver Miners ETF,Agnico Eagle Mines Limited,AEM,3.03,2026-09-24,"https://www.marketbeat.com/stocks/NASDAQ/GBUG/holdings/ (top 25 as of Sep 24, 2026); Sprott GBUG factsheet holdings as of 12/31/2025"
GBUG,Sprott Active Gold & Silver Miners ETF,Equinox Gold,EQX,3.01,2026-09-24,"https://www.marketbeat.com/stocks/NASDAQ/GBUG/holdings/ (top 25 as of Sep 24, 2026); Sprott GBUG factsheet holdings as of 12/31/2025"
GBUG,Sprott Active Gold & Silver Miners ETF,OceanaGold Corporation,OGC,2.97,2026-09-24,"https://www.marketbeat.com/stocks/NASDAQ/GBUG/holdings/ (top 25 as of Sep 24, 2026); Sprott GBUG factsheet holdings as of 12/31/2025"
GBUG,Sprott Active Gold & Silver Miners ETF,Emerald Resources NL,EMR.AX,2.96,2026-09-24,"https://www.marketbeat.com/stocks/NASDAQ/GBUG/holdings/ (top 25 as of Sep 24, 2026); Sprott GBUG factsheet holdings as of 12/31/2025"
GBUG,Sprott Active Gold & Silver Miners ETF,Genesis Minerals Limited,GMD.AX,2.74,2026-09-24,"https://www.marketbeat.com/stocks/NASDAQ/GBUG/holdings/ (top 25 as of Sep 24, 2026); Sprott GBUG factsheet holdings as of 12/31/2025"
GBUG,Sprott Active Gold & Silver Miners ETF,Northern Star Resources Limited,NST.AX,2.71,2026-09-24,"https://www.marketbeat.com/stocks/NASDAQ/GBUG/holdings/ (top 25 as of Sep 24, 2026); Sprott GBUG factsheet holdings as of 12/31/2025"
GBUG,Sprott Active Gold & Silver Miners ETF,i-80 Gold Corp.,IAUX,2.53,2026-09-24,"https://www.marketbeat.com/stocks/NASDAQ/GBUG/holdings/ (top 25 as of Sep 24, 2026); Sprott GBUG factsheet holdings as of 12/31/2025"
GBUG,Sprott Active Gold & Silver Miners ETF,AngloGold Ashanti,AU,2.29,2026-09-24,"https://www.marketbeat.com/stocks/NASDAQ/GBUG/holdings/ (top 25 as of Sep 24, 2026); Sprott GBUG factsheet holdings as of 12/31/2025"
GBUG,Sprott Active Gold & Silver Miners ETF,Evolution Mining Limited,EVN.AX,2.14,2026-09-24,"https://www.marketbeat.com/stocks/NASDAQ/GBUG/holdings/ (top 25 as of Sep 24, 2026); Sprott GBUG factsheet holdings as of 12/31/2025"
GBUG,Sprott Active Gold & Silver Miners ETF,K92 Mining Inc.,KNT,2.10,2026-09-24,"https://www.marketbeat.com/stocks/NASDAQ/GBUG/holdings/ (top 25 as of Sep 24, 2026); Sprott GBUG factsheet holdings as of 12/31/2025"
GBUG,Sprott Active Gold & Silver Miners ETF,Barrick Mining Corporation,B,2.10,2026-09-24,"https://www.marketbeat.com/stocks/NASDAQ/GBUG/holdings/ (top 25 as of Sep 24, 2026); Sprott GBUG factsheet holdings as of 12/31/2025"
GBUG,Sprott Active Gold & Silver Miners ETF,Kinross Gold Corporation,KGC,2.10,2026-09-24,"https://www.marketbeat.com/stocks/NASDAQ/GBUG/holdings/ (top 25 as of Sep 24, 2026); Sprott GBUG factsheet holdings as of 12/31/2025"
GBUG,Sprott Active Gold & Silver Miners ETF,Ora Banda Mining Limited,OBM.AX,2.05,2026-09-24,"https://www.marketbeat.com/stocks/NASDAQ/GBUG/holdings/ (top 25 as of Sep 24, 2026); Sprott GBUG factsheet holdings as of 12/31/2025"
GBUG,Sprott Active Gold & Silver Miners ETF,Torex Gold Resources Inc.,TXG,3.89,2025-12-31,"https://www.marketbeat.com/stocks/NASDAQ/GBUG/holdings/ (top 25 as of Sep 24, 2026); Sprott GBUG factsheet holdings as of 12/31/2025"
GBUG,Sprott Active Gold & Silver Miners ETF,Ora Banda Mining Limited,OBM.AX,2.34,2025-12-31,"https://www.marketbeat.com/stocks/NASDAQ/GBUG/holdings/ (top 25 as of Sep 24, 2026); Sprott GBUG factsheet holdings as of 12/31/2025"
GBUG,Sprott Active Gold & Silver Miners ETF,Vizsla Silver Corp.,VZLA,2.30,2025-12-31,"https://www.marketbeat.com/stocks/NASDAQ/GBUG/holdings/ (top 25 as of Sep 24, 2026); Sprott GBUG factsheet holdings as of 12/31/2025"
GBUG,Sprott Active Gold & Silver Miners ETF,Valterra Platinum Limited,VALT,2.11,2025-12-31,"https://www.marketbeat.com/stocks/NASDAQ/GBUG/holdings/ (top 25 as of Sep 24, 2026); Sprott GBUG factsheet holdings as of 12/31/2025"
GBUG,Sprott Active Gold & Silver Miners ETF,Westgold Resources Limited,WGX.AX,2.09,2025-12-31,"https://www.marketbeat.com/stocks/NASDAQ/GBUG/holdings/ (top 25 as of Sep 24, 2026); Sprott GBUG factsheet holdings as of 12/31/2025"
GBUG,Sprott Active Gold & Silver Miners ETF,Lundin Gold Inc,LUG,2.04,2025-12-31,"https://www.marketbeat.com/stocks/NASDAQ/GBUG/holdings/ (top 25 as of Sep 24, 2026); Sprott GBUG factsheet holdings as of 12/31/2025"
GBUG,Sprott Active Gold & Silver Miners ETF,Perpetua Resources Corp.,PPTA,1.76,2025-12-31,"https://www.marketbeat.com/stocks/NASDAQ/GBUG/holdings/ (top 25 as of Sep 24, 2026); Sprott GBUG factsheet holdings as of 12/31/2025"
GBUG,Sprott Active Gold & Silver Miners ETF,Endeavour Silver Corp.,EXK,1.66,2025-12-31,"https://www.marketbeat.com/stocks/NASDAQ/GBUG/holdings/ (top 25 as of Sep 24, 2026); Sprott GBUG factsheet holdings as of 12/31/2025"
GBUG,Sprott Active Gold & Silver Miners ETF,Metalla Royalty & Streaming Ltd.,MTA,1.50,2025-12-31,"https://www.marketbeat.com/stocks/NASDAQ/GBUG/holdings/ (top 25 as of Sep 24, 2026); Sprott GBUG factsheet holdings as of 12/31/2025"
GBUG,Sprott Active Gold & Silver Miners ETF,West African Resources Limited,WAF.AX,1.40,2025-12-31,"https://www.marketbeat.com/stocks/NASDAQ/GBUG/holdings/ (top 25 as of Sep 24, 2026); Sprott GBUG factsheet holdings as of 12/31/2025"
GBUG,Sprott Active Gold & Silver Miners ETF,Compania de Minas Buenaventura SAA,BVN,1.07,2025-12-31,"https://www.marketbeat.com/stocks/NASDAQ/GBUG/holdings/ (top 25 as of Sep 24, 2026); Sprott GBUG factsheet holdings as of 12/31/2025"
GBUG,Sprott Active Gold & Silver Miners ETF,OR Royalties Inc.,OR,1.00,2025-12-31,"https://www.marketbeat.com/stocks/NASDAQ/GBUG/holdings/ (top 25 as of Sep 24, 2026); Sprott GBUG factsheet holdings as of 12/31/2025"
GBUG,Sprott Active Gold & Silver Miners ETF,SSR Mining Inc.,SSRM,2.13,2025-12-31,"https://www.marketbeat.com/stocks/NASDAQ/GBUG/holdings/ (top 25 as of Sep 24, 2026); Sprott GBUG factsheet holdings as of 12/31/2025"
GBUG,Sprott Active Gold & Silver Miners ETF,Alamos Gold Inc.,AGI,2.50,2025-12-31,"https://www.marketbeat.com/stocks/NASDAQ/GBUG/holdings/ (top 25 as of Sep 24, 2026); Sprott GBUG factsheet holdings as of 12/31/2025"
RING,iShares MSCI Global Gold Miners ETF,Newmont Corporation,NEM,16.60,2026-09-22,https://companiesmarketcap.com/ishares-msci-global-gold-miners-etf/holdings/ (full list)
RING,iShares MSCI Global Gold Miners ETF,Agnico Eagle Mines Limited,AEM,12.37,2026-09-22,https://companiesmarketcap.com/ishares-msci-global-gold-miners-etf/holdings/ (full list)
RING,iShares MSCI Global Gold Miners ETF,Barrick Mining Corporation,B,8.20,2026-09-22,https://companiesmarketcap.com/ishares-msci-global-gold-miners-etf/holdings/ (full list)
RING,iShares MSCI Global Gold Miners ETF,Wheaton Precious Metals Corp.,WPM,7.64,2026-09-22,https://companiesmarketcap.com/ishares-msci-global-gold-miners-etf/holdings/ (full list)
RING,iShares MSCI Global Gold Miners ETF,Kinross Gold Corporation,KGC,4.29,2026-09-22,https://companiesmarketcap.com/ishares-msci-global-gold-miners-etf/holdings/ (full list)
RING,iShares MSCI Global Gold Miners ETF,AngloGold Ashanti plc,AU,4.28,2026-09-22,https://companiesmarketcap.com/ishares-msci-global-gold-miners-etf/holdings/ (full list)
RING,iShares MSCI Global Gold Miners ETF,Gold Fields Limited,GFI,4.26,2026-09-22,https://companiesmarketcap.com/ishares-msci-global-gold-miners-etf/holdings/ (full list)
RING,iShares MSCI Global Gold Miners ETF,"Coeur Mining, Inc.",CDE,3.45,2026-09-22,https://companiesmarketcap.com/ishares-msci-global-gold-miners-etf/holdings/ (full list)
RING,iShares MSCI Global Gold Miners ETF,Pan American Silver Corp.,PAAS,3.18,2026-09-22,https://companiesmarketcap.com/ishares-msci-global-gold-miners-etf/holdings/ (full list)
RING,iShares MSCI Global Gold Miners ETF,Alamos Gold Inc.,AGI,2.51,2026-09-22,https://companiesmarketcap.com/ishares-msci-global-gold-miners-etf/holdings/ (full list)
RING,iShares MSCI Global Gold Miners ETF,Equinox Gold Corp.,EQX,2.50,2026-09-22,https://companiesmarketcap.com/ishares-msci-global-gold-miners-etf/holdings/ (full list)
RING,iShares MSCI Global Gold Miners ETF,IAMGOLD Corporation,IAG,2.21,2026-09-22,https://companiesmarketcap.com/ishares-msci-global-gold-miners-etf/holdings/ (full list)
RING,iShares MSCI Global Gold Miners ETF,Endeavour Mining plc,EDV.L,2.10,2026-09-22,https://companiesmarketcap.com/ishares-msci-global-gold-miners-etf/holdings/ (full list)
RING,iShares MSCI Global Gold Miners ETF,Eldorado Gold Corporation,EGO,1.95,2026-09-22,https://companiesmarketcap.com/ishares-msci-global-gold-miners-etf/holdings/ (full list)
RING,iShares MSCI Global Gold Miners ETF,Harmony Gold Mining Company Limited,HMY,1.89,2026-09-22,https://companiesmarketcap.com/ishares-msci-global-gold-miners-etf/holdings/ (full list)
RING,iShares MSCI Global Gold Miners ETF,SSR Mining Inc.,SSRM,1.73,2026-09-22,https://companiesmarketcap.com/ishares-msci-global-gold-miners-etf/holdings/ (full list)
RING,iShares MSCI Global Gold Miners ETF,Lundin Gold Inc.,LUG,1.40,2026-09-22,https://companiesmarketcap.com/ishares-msci-global-gold-miners-etf/holdings/ (full list)
RING,iShares MSCI Global Gold Miners ETF,B2Gold Corp.,BTG,1.37,2026-09-22,https://companiesmarketcap.com/ishares-msci-global-gold-miners-etf/holdings/ (full list)
RING,iShares MSCI Global Gold Miners ETF,Genesis Minerals Limited,GMD.AX,1.34,2026-09-22,https://companiesmarketcap.com/ishares-msci-global-gold-miners-etf/holdings/ (full list)
RING,iShares MSCI Global Gold Miners ETF,Centerra Gold Inc.,CGAU,1.31,2026-09-22,https://companiesmarketcap.com/ishares-msci-global-gold-miners-etf/holdings/ (full list)
RING,iShares MSCI Global Gold Miners ETF,G Mining Ventures Corp.,GMIN,1.29,2026-09-22,https://companiesmarketcap.com/ishares-msci-global-gold-miners-etf/holdings/ (full list)
RING,iShares MSCI Global Gold Miners ETF,China Gold International Resources Corp. Ltd.,2099.HK,1.22,2026-09-22,https://companiesmarketcap.com/ishares-msci-global-gold-miners-etf/holdings/ (full list)
RING,iShares MSCI Global Gold Miners ETF,Zijin Gold International Company Limited,2259.HK,1.18,2026-09-22,https://companiesmarketcap.com/ishares-msci-global-gold-miners-etf/holdings/ (full list)
RING,iShares MSCI Global Gold Miners ETF,Torex Gold Resources Inc.,TXG,1.14,2026-09-22,https://companiesmarketcap.com/ishares-msci-global-gold-miners-etf/holdings/ (full list)
RING,iShares MSCI Global Gold Miners ETF,OceanaGold Corporation,OGC,1.14,2026-09-22,https://companiesmarketcap.com/ishares-msci-global-gold-miners-etf/holdings/ (full list)
RING,iShares MSCI Global Gold Miners ETF,Wesdome Gold Mines Ltd.,WDO,1.07,2026-09-22,https://companiesmarketcap.com/ishares-msci-global-gold-miners-etf/holdings/ (full list)
RING,iShares MSCI Global Gold Miners ETF,Pan African Resources plc,PAF.L,0.84,2026-09-22,https://companiesmarketcap.com/ishares-msci-global-gold-miners-etf/holdings/ (full list)
RING,iShares MSCI Global Gold Miners ETF,Hochschild Mining plc,HOC.L,0.82,2026-09-22,https://companiesmarketcap.com/ishares-msci-global-gold-miners-etf/holdings/ (full list)
RING,iShares MSCI Global Gold Miners ETF,Regis Resources Limited,RRL.AX,0.82,2026-09-22,https://companiesmarketcap.com/ishares-msci-global-gold-miners-etf/holdings/ (full list)
RING,iShares MSCI Global Gold Miners ETF,Aris Mining Corporation,ARIS,0.77,2026-09-22,https://companiesmarketcap.com/ishares-msci-global-gold-miners-etf/holdings/ (full list)
RING,iShares MSCI Global Gold Miners ETF,Westgold Resources Limited,WGX.AX,0.76,2026-09-22,https://companiesmarketcap.com/ishares-msci-global-gold-miners-etf/holdings/ (full list)
RING,iShares MSCI Global Gold Miners ETF,Emerald Resources NL,EMR.AX,0.70,2026-09-22,https://companiesmarketcap.com/ishares-msci-global-gold-miners-etf/holdings/ (full list)
RING,iShares MSCI Global Gold Miners ETF,West African Resources Limited,WAF.AX,0.64,2026-09-22,https://companiesmarketcap.com/ishares-msci-global-gold-miners-etf/holdings/ (full list)
RING,iShares MSCI Global Gold Miners ETF,DRDGOLD Limited,DRD,0.56,2026-09-22,https://companiesmarketcap.com/ishares-msci-global-gold-miners-etf/holdings/ (full list)
RING,iShares MSCI Global Gold Miners ETF,Resolute Mining Limited,RSG.AX,0.50,2026-09-22,https://companiesmarketcap.com/ishares-msci-global-gold-miners-etf/holdings/ (full list)
RING,iShares MSCI Global Gold Miners ETF,Ora Banda Mining Ltd.,OBM.AX,0.47,2026-09-22,https://companiesmarketcap.com/ishares-msci-global-gold-miners-etf/holdings/ (full list)
RING,iShares MSCI Global Gold Miners ETF,McEwen Inc.,MUX,0.39,2026-09-22,https://companiesmarketcap.com/ishares-msci-global-gold-miners-etf/holdings/ (full list)
RING,iShares MSCI Global Gold Miners ETF,Koza Altin Isletmeleri AS,TRALT.IS,0.39,2026-09-22,https://companiesmarketcap.com/ishares-msci-global-gold-miners-etf/holdings/ (full list)
RING,iShares MSCI Global Gold Miners ETF,Catalyst Metals Ltd.,CYL.AX,0.37,2026-09-22,https://companiesmarketcap.com/ishares-msci-global-gold-miners-etf/holdings/ (full list)
RING,iShares MSCI Global Gold Miners ETF,Polyus PJSC,PLZL,0.00,2026-09-22,https://companiesmarketcap.com/ishares-msci-global-gold-miners-etf/holdings/ (full list)
AUAU,Global X Gold Miners ETF,Newmont Corporation,NEM,12.72,2026-09-24,https://stockanalysis.com/etf/auau/holdings/ (top 25)
AUAU,Global X Gold Miners ETF,Agnico Eagle Mines Limited,AEM,9.83,2026-09-24,https://stockanalysis.com/etf/auau/holdings/ (top 25)
AUAU,Global X Gold Miners ETF,Barrick Mining Corporation,B,6.90,2026-09-24,https://stockanalysis.com/etf/auau/holdings/ (top 25)
AUAU,Global X Gold Miners ETF,Wheaton Precious Metals Corp.,WPM,6.50,2026-09-24,https://stockanalysis.com/etf/auau/holdings/ (top 25)
AUAU,Global X Gold Miners ETF,Franco-Nevada Corporation,FNV,4.96,2026-09-24,https://stockanalysis.com/etf/auau/holdings/ (top 25)
AUAU,Global X Gold Miners ETF,AngloGold Ashanti plc,AU,4.94,2026-09-24,https://stockanalysis.com/etf/auau/holdings/ (top 25)
AUAU,Global X Gold Miners ETF,Gold Fields Ltd ADR,GFI,3.62,2026-09-24,https://stockanalysis.com/etf/auau/holdings/ (top 25)
AUAU,Global X Gold Miners ETF,Kinross Gold Corporation,KGC,2.93,2026-09-24,https://stockanalysis.com/etf/auau/holdings/ (top 25)
AUAU,Global X Gold Miners ETF,Zijin Mining Group Company Limited,2899.HK,2.50,2026-09-24,https://stockanalysis.com/etf/auau/holdings/ (top 25)
AUAU,Global X Gold Miners ETF,Northern Star Resources Limited,NST.AX,2.18,2026-09-24,https://stockanalysis.com/etf/auau/holdings/ (top 25)
AUAU,Global X Gold Miners ETF,"Royal Gold, Inc.",RGLD,2.17,2026-09-24,https://stockanalysis.com/etf/auau/holdings/ (top 25)
AUAU,Global X Gold Miners ETF,Evolution Mining Limited,EVN.AX,1.98,2026-09-24,https://stockanalysis.com/etf/auau/holdings/ (top 25)
AUAU,Global X Gold Miners ETF,"Coeur Mining, Inc.",CDE,1.96,2026-09-24,https://stockanalysis.com/etf/auau/holdings/ (top 25)
AUAU,Global X Gold Miners ETF,Pan American Silver Corp.,PAAS,1.95,2026-09-24,https://stockanalysis.com/etf/auau/holdings/ (top 25)
