etf_ticker,etf_name,company,company_ticker,weight_pct,as_of_date,holdings_source
AUAU,Global X Gold Miners ETF,Alamos Gold Inc.,AGI,1.44,2026-09-24,https://stockanalysis.com/etf/auau/holdings/ (top 25)
AUAU,Global X Gold Miners ETF,Equinox Gold Corp.,EQX,1.34,2026-09-24,https://stockanalysis.com/etf/auau/holdings/ (top 25)
AUAU,Global X Gold Miners ETF,Endeavour Mining plc,EDV.L,1.29,2026-09-24,https://stockanalysis.com/etf/auau/holdings/ (top 25)
AUAU,Global X Gold Miners ETF,Hecla Mining Company,HL,1.21,2026-09-24,https://stockanalysis.com/etf/auau/holdings/ (top 25)
AUAU,Global X Gold Miners ETF,IAMGOLD Corporation,IAG,1.12,2026-09-24,https://stockanalysis.com/etf/auau/holdings/ (top 25)
AUAU,Global X Gold Miners ETF,Eldorado Gold Corporation,EGO,1.10,2026-09-24,https://stockanalysis.com/etf/auau/holdings/ (top 25)
AUAU,Global X Gold Miners ETF,Harmony Gold Mining Co Ltd ADR,HMY,1.04,2026-09-24,https://stockanalysis.com/etf/auau/holdings/ (top 25)
AUAU,Global X Gold Miners ETF,DPM Metals Inc.,DPM,0.97,2026-09-24,https://stockanalysis.com/etf/auau/holdings/ (top 25)
AUAU,Global X Gold Miners ETF,First Majestic Silver Corp.,AG,0.93,2026-09-24,https://stockanalysis.com/etf/auau/holdings/ (top 25)
AUAU,Global X Gold Miners ETF,G Mining Ventures Corp.,GMIN,0.85,2026-09-24,https://stockanalysis.com/etf/auau/holdings/ (top 25)
AUAU,Global X Gold Miners ETF,Zijin Gold International Company Limited,2259.HK,0.74,2026-09-24,https://stockanalysis.com/etf/auau/holdings/ (top 25)
SGDM,Sprott Gold Miners ETF,Agnico Eagle Mines Ltd.,AEM,9.63,2026-09-23,https://companiesmarketcap.com/sprott-gold-miners-etf/holdings/ (full list)
SGDM,Sprott Gold Miners ETF,Newmont Corp.,NEM,7.56,2026-09-23,https://companiesmarketcap.com/sprott-gold-miners-etf/holdings/ (full list)
SGDM,Sprott Gold Miners ETF,Barrick Mining Corp.,B,7.38,2026-09-23,https://companiesmarketcap.com/sprott-gold-miners-etf/holdings/ (full list)
SGDM,Sprott Gold Miners ETF,Wheaton Precious Metals Corp.,WPM,7.09,2026-09-23,https://companiesmarketcap.com/sprott-gold-miners-etf/holdings/ (full list)
SGDM,Sprott Gold Miners ETF,Franco-Nevada Corp.,FNV,5.98,2026-09-23,https://companiesmarketcap.com/sprott-gold-miners-etf/holdings/ (full list)
SGDM,Sprott Gold Miners ETF,Kinross Gold Corp.,KGC,4.48,2026-09-23,https://companiesmarketcap.com/sprott-gold-miners-etf/holdings/ (full list)
SGDM,Sprott Gold Miners ETF,Pan American Silver Corp.,PAAS,3.61,2026-09-23,https://companiesmarketcap.com/sprott-gold-miners-etf/holdings/ (full list)
SGDM,Sprott Gold Miners ETF,Coeur Mining Inc.,CDE,3.55,2026-09-23,https://companiesmarketcap.com/sprott-gold-miners-etf/holdings/ (full list)
SGDM,Sprott Gold Miners ETF,Endeavour Mining PLC,EDV.L,3.30,2026-09-23,https://companiesmarketcap.com/sprott-gold-miners-etf/holdings/ (full list)
SGDM,Sprott Gold Miners ETF,Lundin Gold Inc.,LUG,3.22,2026-09-23,https://companiesmarketcap.com/sprott-gold-miners-etf/holdings/ (full list)
SGDM,Sprott Gold Miners ETF,DPM Metals Inc.,DPM,3.06,2026-09-23,https://companiesmarketcap.com/sprott-gold-miners-etf/holdings/ (full list)
SGDM,Sprott Gold Miners ETF,IAMGOLD Corp.,IAG,3.05,2026-09-23,https://companiesmarketcap.com/sprott-gold-miners-etf/holdings/ (full list)
SGDM,Sprott Gold Miners ETF,Harmony Gold Mining Co. Ltd.,HMY,2.98,2026-09-23,https://companiesmarketcap.com/sprott-gold-miners-etf/holdings/ (full list)
SGDM,Sprott Gold Miners ETF,OR Royalties Inc.,OR,2.71,2026-09-23,https://companiesmarketcap.com/sprott-gold-miners-etf/holdings/ (full list)
SGDM,Sprott Gold Miners ETF,Triple Flag Precious Metals Corp.,TFPM,2.67,2026-09-23,https://companiesmarketcap.com/sprott-gold-miners-etf/holdings/ (full list)
SGDM,Sprott Gold Miners ETF,Discovery Mining Ltd.,DSV,2.64,2026-09-23,https://companiesmarketcap.com/sprott-gold-miners-etf/holdings/ (full list)
SGDM,Sprott Gold Miners ETF,Wesdome Gold Mines Ltd.,WDO,2.61,2026-09-23,https://companiesmarketcap.com/sprott-gold-miners-etf/holdings/ (full list)
SGDM,Sprott Gold Miners ETF,Centerra Gold Inc.,CGAU,2.60,2026-09-23,https://companiesmarketcap.com/sprott-gold-miners-etf/holdings/ (full list)
SGDM,Sprott Gold Miners ETF,K92 Mining Inc.,KNT,2.59,2026-09-23,https://companiesmarketcap.com/sprott-gold-miners-etf/holdings/ (full list)
SGDM,Sprott Gold Miners ETF,Torex Gold Resources Inc.,TXG,2.58,2026-09-23,https://companiesmarketcap.com/sprott-gold-miners-etf/holdings/ (full list)
SGDM,Sprott Gold Miners ETF,OceanaGold Corp.,OGC,2.57,2026-09-23,https://companiesmarketcap.com/sprott-gold-miners-etf/holdings/ (full list)
SGDM,Sprott Gold Miners ETF,Allied Gold Corp.,AAUC,2.40,2026-09-23,https://companiesmarketcap.com/sprott-gold-miners-etf/holdings/ (full list)
SGDM,Sprott Gold Miners ETF,Fortuna Mining Corp.,FSM,2.39,2026-09-23,https://companiesmarketcap.com/sprott-gold-miners-etf/holdings/ (full list)
SGDM,Sprott Gold Miners ETF,Galiano Gold Inc.,GAU,2.06,2026-09-23,https://companiesmarketcap.com/sprott-gold-miners-etf/holdings/ (full list)
SGDM,Sprott Gold Miners ETF,AngloGold Ashanti PLC,AU,1.69,2026-09-23,https://companiesmarketcap.com/sprott-gold-miners-etf/holdings/ (full list)
SGDM,Sprott Gold Miners ETF,Gold Fields Ltd.,GFI,0.78,2026-09-23,https://companiesmarketcap.com/sprott-gold-miners-etf/holdings/ (full list)
SGDM,Sprott Gold Miners ETF,Montage Gold Corp.,MAU,0.33,2026-09-23,https://companiesmarketcap.com/sprott-gold-miners-etf/holdings/ (full list)
SGDM,Sprott Gold Miners ETF,Eldorado Gold Corp.,EGO,0.32,2026-09-23,https://companiesmarketcap.com/sprott-gold-miners-etf/holdings/ (full list)
SGDM,Sprott Gold Miners ETF,Aura Minerals Inc.,AUGO,0.32,2026-09-23,https://companiesmarketcap.com/sprott-gold-miners-etf/holdings/ (full list)
SGDM,Sprott Gold Miners ETF,Royal Gold Inc.,RGLD,0.32,2026-09-23,https://companiesmarketcap.com/sprott-gold-miners-etf/holdings/ (full list)
SGDM,Sprott Gold Miners ETF,G Mining Ventures Corp.,GMIN,0.31,2026-09-23,https://companiesmarketcap.com/sprott-gold-miners-etf/holdings/ (full list)
SGDM,Sprott Gold Miners ETF,B2Gold Corp.,BTG,0.31,2026-09-23,https://companiesmarketcap.com/sprott-gold-miners-etf/holdings/ (full list)
SGDM,Sprott Gold Miners ETF,SSR Mining Inc.,SSRM,0.31,2026-09-23,https://companiesmarketcap.com/sprott-gold-miners-etf/holdings/ (full list)
SGDM,Sprott Gold Miners ETF,Equinox Gold Corp.,EQX,0.30,2026-09-23,https://companiesmarketcap.com/sprott-gold-miners-etf/holdings/ (full list)
SGDM,Sprott Gold Miners ETF,Alamos Gold Inc.,AGI,0.30,2026-09-23,https://companiesmarketcap.com/sprott-gold-miners-etf/holdings/ (full list)
SGDM,Sprott Gold Miners ETF,Skeena Resources Ltd.,SKE,0.24,2026-09-23,https://companiesmarketcap.com/sprott-gold-miners-etf/holdings/ (full list)
SGDM,Sprott Gold Miners ETF,Aris Mining Corp.,ARIS,0.23,2026-09-23,https://companiesmarketcap.com/sprott-gold-miners-etf/holdings/ (full list)
SGDM,Sprott Gold Miners ETF,Seabridge Gold Inc.,SA,0.20,2026-09-23,https://companiesmarketcap.com/sprott-gold-miners-etf/holdings/ (full list)
SGDM,Sprott Gold Miners ETF,Novagold Resources Inc.,NG,0.19,2026-09-23,https://companiesmarketcap.com/sprott-gold-miners-etf/holdings/ (full list)
SGDM,Sprott Gold Miners ETF,Perpetua Resources Corp.,PPTA,0.18,2026-09-23,https://companiesmarketcap.com/sprott-gold-miners-etf/holdings/ (full list)
SGDM,Sprott Gold Miners ETF,Southern Cross Gold Consolidated Ltd.,SXGC,0.15,2026-09-23,https://companiesmarketcap.com/sprott-gold-miners-etf/holdings/ (full list)
SGDM,Sprott Gold Miners ETF,Snowline Gold Corp.,SGD,0.13,2026-09-23,https://companiesmarketcap.com/sprott-gold-miners-etf/holdings/ (full list)
SGDM,Sprott Gold Miners ETF,Hycroft Mining Holding Corp.,HYMC,0.12,2026-09-23,https://companiesmarketcap.com/sprott-gold-miners-etf/holdings/ (full list)
SGDM,Sprott Gold Miners ETF,Orezone Gold Corp.,ORE,0.09,2026-09-23,https://companiesmarketcap.com/sprott-gold-miners-etf/holdings/ (full list)
SGDM,Sprott Gold Miners ETF,Rio2 Ltd.,RIO,0.09,2026-09-23,https://companiesmarketcap.com/sprott-gold-miners-etf/holdings/ (full list)
SGDM,Sprott Gold Miners ETF,McEwen Inc.,MUX,0.07,2026-09-23,https://companiesmarketcap.com/sprott-gold-miners-etf/holdings/ (full list)
SGDM,Sprott Gold Miners ETF,Collective Mining Ltd.,CNL,0.07,2026-09-23,https://companiesmarketcap.com/sprott-gold-miners-etf/holdings/ (full list)
SGDM,Sprott Gold Miners ETF,Valor Gold Corp.,VGC,0.01,2026-09-23,https://companiesmarketcap.com/sprott-gold-miners-etf/holdings/ (full list)
SGDJ,Sprott Junior Gold Miners ETF,Minerals 260 Ltd.,MI6.AX,5.42,2026-09-23,https://companiesmarketcap.com/sprott-junior-gold-miners-etf/holdings/ (full list)
SGDJ,Sprott Junior Gold Miners ETF,Wesdome Gold Mines Ltd.,WDO,5.34,2026-09-23,https://companiesmarketcap.com/sprott-junior-gold-miners-etf/holdings/ (full list)
SGDJ,Sprott Junior Gold Miners ETF,Seabridge Gold Inc.,SA,4.93,2026-09-23,https://companiesmarketcap.com/sprott-junior-gold-miners-etf/holdings/ (full list)
SGDJ,Sprott Junior Gold Miners ETF,Turk Altin Isletmeleri AS,TRALT.IS,4.84,2026-09-23,https://companiesmarketcap.com/sprott-junior-gold-miners-etf/holdings/ (full list)
SGDJ,Sprott Junior Gold Miners ETF,TR Anadolu Metal Madencilik Isletmeleri AS,TRMET.IS,4.75,2026-09-23,https://companiesmarketcap.com/sprott-junior-gold-miners-etf/holdings/ (full list)
SGDJ,Sprott Junior Gold Miners ETF,Kingsgate Consolidated Ltd.,KCN.AX,4.53,2026-09-23,https://companiesmarketcap.com/sprott-junior-gold-miners-etf/holdings/ (full list)
SGDJ,Sprott Junior Gold Miners ETF,West African Resources Ltd.,WAF.AX,4.53,2026-09-23,https://companiesmarketcap.com/sprott-junior-gold-miners-etf/holdings/ (full list)
SGDJ,Sprott Junior Gold Miners ETF,Fortuna Mining Corp.,FSM,4.32,2026-09-23,https://companiesmarketcap.com/sprott-junior-gold-miners-etf/holdings/ (full list)
SGDJ,Sprott Junior Gold Miners ETF,Emerald Resources NL,EMR.AX,4.25,2026-09-23,https://companiesmarketcap.com/sprott-junior-gold-miners-etf/holdings/ (full list)
SGDJ,Sprott Junior Gold Miners ETF,Catalyst Metals Ltd.,CYL.AX,4.07,2026-09-23,https://companiesmarketcap.com/sprott-junior-gold-miners-etf/holdings/ (full list)
SGDJ,Sprott Junior Gold Miners ETF,Endeavour Silver Corp.,EXK,4.07,2026-09-23,https://companiesmarketcap.com/sprott-junior-gold-miners-etf/holdings/ (full list)
SGDJ,Sprott Junior Gold Miners ETF,Allied Gold Corp.,AAUC,4.05,2026-09-23,https://companiesmarketcap.com/sprott-junior-gold-miners-etf/holdings/ (full list)
SGDJ,Sprott Junior Gold Miners ETF,Ora Banda Mining Ltd.,OBM.AX,3.93,2026-09-23,https://companiesmarketcap.com/sprott-junior-gold-miners-etf/holdings/ (full list)
SGDJ,Sprott Junior Gold Miners ETF,Alkane Resources Ltd.,ALK.AX,3.76,2026-09-23,https://companiesmarketcap.com/sprott-junior-gold-miners-etf/holdings/ (full list)
SGDJ,Sprott Junior Gold Miners ETF,DRDGOLD Ltd.,DRD,3.74,2026-09-23,https://companiesmarketcap.com/sprott-junior-gold-miners-etf/holdings/ (full list)
SGDJ,Sprott Junior Gold Miners ETF,Predictive Discovery Ltd.,PDI.AX,3.66,2026-09-23,https://companiesmarketcap.com/sprott-junior-gold-miners-etf/holdings/ (full list)
SGDJ,Sprott Junior Gold Miners ETF,Hycroft Mining Holding Corp.,HYMC,3.62,2026-09-23,https://companiesmarketcap.com/sprott-junior-gold-miners-etf/holdings/ (full list)
SGDJ,Sprott Junior Gold Miners ETF,i-80 Gold Corp.,IAUX,3.36,2026-09-23,https://companiesmarketcap.com/sprott-junior-gold-miners-etf/holdings/ (full list)
SGDJ,Sprott Junior Gold Miners ETF,Tongguan Gold Group Ltd.,340.HK,3.18,2026-09-23,https://companiesmarketcap.com/sprott-junior-gold-miners-etf/holdings/ (full list)
SGDJ,Sprott Junior Gold Miners ETF,Perpetua Resources Corp.,PPTA,3.18,2026-09-23,https://companiesmarketcap.com/sprott-junior-gold-miners-etf/holdings/ (full list)
SGDJ,Sprott Junior Gold Miners ETF,Omai Gold Mines Corp.,OMG,2.99,2026-09-23,https://companiesmarketcap.com/sprott-junior-gold-miners-etf/holdings/ (full list)
SGDJ,Sprott Junior Gold Miners ETF,Mineros SA,MSA,1.67,2026-09-23,https://companiesmarketcap.com/sprott-junior-gold-miners-etf/holdings/ (full list)
SGDJ,Sprott Junior Gold Miners ETF,Orezone Gold Corp.,ORE,1.66,2026-09-23,https://companiesmarketcap.com/sprott-junior-gold-miners-etf/holdings/ (full list)
SGDJ,Sprott Junior Gold Miners ETF,Philex Mining Corp.,PX.PS,1.62,2026-09-23,https://companiesmarketcap.com/sprott-junior-gold-miners-etf/holdings/ (full list)
SGDJ,Sprott Junior Gold Miners ETF,Rio2 Ltd.,RIO,1.48,2026-09-23,https://companiesmarketcap.com/sprott-junior-gold-miners-etf/holdings/ (full list)
SGDJ,Sprott Junior Gold Miners ETF,Southern Cross Gold Consolidated Ltd.,SXGC,1.43,2026-09-23,https://companiesmarketcap.com/sprott-junior-gold-miners-etf/holdings/ (full list)
SGDJ,Sprott Junior Gold Miners ETF,Bellevue Gold Ltd.,BGL.AX,1.43,2026-09-23,https://companiesmarketcap.com/sprott-junior-gold-miners-etf/holdings/ (full list)
SGDJ,Sprott Junior Gold Miners ETF,McEwen Inc.,MUX,1.35,2026-09-23,https://companiesmarketcap.com/sprott-junior-gold-miners-etf/holdings/ (full list)
SGDJ,Sprott Junior Gold Miners ETF,Resolute Mining Ltd.,RSG.AX,1.22,2026-09-23,https://companiesmarketcap.com/sprott-junior-gold-miners-etf/holdings/ (full list)
SGDJ,Sprott Junior Gold Miners ETF,Collective Mining Ltd.,CNL,1.17,2026-09-23,https://companiesmarketcap.com/sprott-junior-gold-miners-etf/holdings/ (full list)
SGDJ,Sprott Junior Gold Miners ETF,Firefinch Ltd.,FFX.AX,0.01,2026-09-23,https://companiesmarketcap.com/sprott-junior-gold-miners-etf/holdings/ (full list)
GOAU,U.S. Global GO GOLD and Precious Metal Miners ETF,Franco-Nevada Corp,FNV,10.11,2026-09-22,https://usglobaletfs.com/fund/u-s-global-go-gold-and-precious-metal-miners-etf/ (official holdings table)
GOAU,U.S. Global GO GOLD and Precious Metal Miners ETF,Wheaton Precious Metals Corp,WPM,10.04,2026-09-22,https://usglobaletfs.com/fund/u-s-global-go-gold-and-precious-metal-miners-etf/ (official holdings table)
GOAU,U.S. Global GO GOLD and Precious Metal Miners ETF,Royal Gold Inc,RGLD,10.03,2026-09-22,https://usglobaletfs.com/fund/u-s-global-go-gold-and-precious-metal-miners-etf/ (official holdings table)
GOAU,U.S. Global GO GOLD and Precious Metal Miners ETF,OR Royalties Inc,OR,4.13,2026-09-22,https://usglobaletfs.com/fund/u-s-global-go-gold-and-precious-metal-miners-etf/ (official holdings table)
GOAU,U.S. Global GO GOLD and Precious Metal Miners ETF,Triple Flag Precious Metals Corp,TFPM,4.04,2026-09-22,https://usglobaletfs.com/fund/u-s-global-go-gold-and-precious-metal-miners-etf/ (official holdings table)
GOAU,U.S. Global GO GOLD and Precious Metal Miners ETF,Fortuna Mining Corp,FSM,4.00,2026-09-22,https://usglobaletfs.com/fund/u-s-global-go-gold-and-precious-metal-miners-etf/ (official holdings table)
GOAU,U.S. Global GO GOLD and Precious Metal Miners ETF,Kinross Gold Corp,KGC,3.91,2026-09-22,https://usglobaletfs.com/fund/u-s-global-go-gold-and-precious-metal-miners-etf/ (official holdings table)
GOAU,U.S. Global GO GOLD and Precious Metal Miners ETF,Gold Fields Ltd,GFI,3.71,2026-09-22,https://usglobaletfs.com/fund/u-s-global-go-gold-and-precious-metal-miners-etf/ (official holdings table)
GOAU,U.S. Global GO GOLD and Precious Metal Miners ETF,DPM Metals Inc,DPM,3.14,2026-09-22,https://usglobaletfs.com/fund/u-s-global-go-gold-and-precious-metal-miners-etf/ (official holdings table)
GOAU,U.S. Global GO GOLD and Precious Metal Miners ETF,IAMGOLD Corp,IAG,3.08,2026-09-22,https://usglobaletfs.com/fund/u-s-global-go-gold-and-precious-metal-miners-etf/ (official holdings table)
GOAU,U.S. Global GO GOLD and Precious Metal Miners ETF,Torex Gold Resources Inc,TXG,3.07,2026-09-22,https://usglobaletfs.com/fund/u-s-global-go-gold-and-precious-metal-miners-etf/ (official holdings table)
GOAU,U.S. Global GO GOLD and Precious Metal Miners ETF,K92 Mining Inc,KNT,3.07,2026-09-22,https://usglobaletfs.com/fund/u-s-global-go-gold-and-precious-metal-miners-etf/ (official holdings table)
GOAU,U.S. Global GO GOLD and Precious Metal Miners ETF,McEwen Inc,MUX,3.04,2026-09-22,https://usglobaletfs.com/fund/u-s-global-go-gold-and-precious-metal-miners-etf/ (official holdings table)
GOAU,U.S. Global GO GOLD and Precious Metal Miners ETF,Coeur Mining Inc.,CDE,2.98,2026-09-22,https://usglobaletfs.com/fund/u-s-global-go-gold-and-precious-metal-miners-etf/ (official holdings table)
GOAU,U.S. Global GO GOLD and Precious Metal Miners ETF,AngloGold Ashanti Plc,AU,2.98,2026-09-22,https://usglobaletfs.com/fund/u-s-global-go-gold-and-precious-metal-miners-etf/ (official holdings table)
GOAU,U.S. Global GO GOLD and Precious Metal Miners ETF,Harmony Gold Mining Co Ltd,HMY,2.90,2026-09-22,https://usglobaletfs.com/fund/u-s-global-go-gold-and-precious-metal-miners-etf/ (official holdings table)
GOAU,U.S. Global GO GOLD and Precious Metal Miners ETF,Integra Resources Corp,ITRG,2.79,2026-09-22,https://usglobaletfs.com/fund/u-s-global-go-gold-and-precious-metal-miners-etf/ (official holdings table)
GOAU,U.S. Global GO GOLD and Precious Metal Miners ETF,Gold Royalty Corp,GROY,2.70,2026-09-22,https://usglobaletfs.com/fund/u-s-global-go-gold-and-precious-metal-miners-etf/ (official holdings table)
GOAU,U.S. Global GO GOLD and Precious Metal Miners ETF,Alkane Resources Ltd,ALK.AX,2.02,2026-09-22,https://usglobaletfs.com/fund/u-s-global-go-gold-and-precious-metal-miners-etf/ (official holdings table)
GOAU,U.S. Global GO GOLD and Precious Metal Miners ETF,Compania de Minas Buenaventura S.A.A.,BVN,2.02,2026-09-22,https://usglobaletfs.com/fund/u-s-global-go-gold-and-precious-metal-miners-etf/ (official holdings table)
GOAU,U.S. Global GO GOLD and Precious Metal Miners ETF,Perseus Mining Ltd,PRU.AX,2.00,2026-09-22,https://usglobaletfs.com/fund/u-s-global-go-gold-and-precious-metal-miners-etf/ (official holdings table)
GOAU,U.S. Global GO GOLD and Precious Metal Miners ETF,Ora Banda Mining Ltd,OBM.AX,1.90,2026-09-22,https://usglobaletfs.com/fund/u-s-global-go-gold-and-precious-metal-miners-etf/ (official holdings table)
GOAU,U.S. Global GO GOLD and Precious Metal Miners ETF,Hochschild Mining PLC,HOC.L,1.90,2026-09-22,https://usglobaletfs.com/fund/u-s-global-go-gold-and-precious-metal-miners-etf/ (official holdings table)
GOAU,U.S. Global GO GOLD and Precious Metal Miners ETF,Genesis Minerals Ltd,GMD.AX,1.87,2026-09-22,https://usglobaletfs.com/fund/u-s-global-go-gold-and-precious-metal-miners-etf/ (official holdings table)
GOAU,U.S. Global GO GOLD and Precious Metal Miners ETF,Valterra Platinum Ltd,VALT,1.84,2026-09-22,https://usglobaletfs.com/fund/u-s-global-go-gold-and-precious-metal-miners-etf/ (official holdings table)
GOAU,U.S. Global GO GOLD and Precious Metal Miners ETF,West African Resources Ltd,WAF.AX,1.81,2026-09-22,https://usglobaletfs.com/fund/u-s-global-go-gold-and-precious-metal-miners-etf/ (official holdings table)
GOAU,U.S. Global GO GOLD and Precious Metal Miners ETF,China Gold International Resources Corp Ltd,2099.HK,1.75,2026-09-22,https://usglobaletfs.com/fund/u-s-global-go-gold-and-precious-metal-miners-etf/ (official holdings table)
GOAU,U.S. Global GO GOLD and Precious Metal Miners ETF,Resolute Mining Ltd,RSG.AX,1.64,2026-09-22,https://usglobaletfs.com/fund/u-s-global-go-gold-and-precious-metal-miners-etf/ (official holdings table)
SLVP,iShares MSCI Global Silver Miners ETF,Hecla Mining Company,HL,14.42,2026-09-23,https://stockanalysis.com/etf/slvp/holdings/ (top 25)
SLVP,iShares MSCI Global Silver Miners ETF,"Industrias Penoles, S.A.B. de C.V.",PENOLES.MX,11.27,2026-09-23,https://stockanalysis.com/etf/slvp/holdings/ (top 25)
SLVP,iShares MSCI Global Silver Miners ETF,First Majestic Silver Corp.,AG,10.59,2026-09-23,https://stockanalysis.com/etf/slvp/holdings/ (top 25)
SLVP,iShares MSCI Global Silver Miners ETF,Fresnillo plc,FRES.L,7.98,2026-09-23,https://stockanalysis.com/etf/slvp/holdings/ (top 25)
SLVP,iShares MSCI Global Silver Miners ETF,Aya Gold & Silver Inc.,AYA,4.93,2026-09-23,https://stockanalysis.com/etf/slvp/holdings/ (top 25)
SLVP,iShares MSCI Global Silver Miners ETF,Discovery Mining Ltd,DSV,4.76,2026-09-23,https://stockanalysis.com/etf/slvp/holdings/ (top 25)
SLVP,iShares MSCI Global Silver Miners ETF,Newmont Corporation,NEM,4.70,2026-09-23,https://stockanalysis.com/etf/slvp/holdings/ (top 25)
SLVP,iShares MSCI Global Silver Miners ETF,Wheaton Precious Metals Corp.,WPM,4.54,2026-09-23,https://stockanalysis.com/etf/slvp/holdings/ (top 25)
SLVP,iShares MSCI Global Silver Miners ETF,Agnico Eagle Mines Limited,AEM,4.48,2026-09-23,https://stockanalysis.com/etf/slvp/holdings/ (top 25)
SLVP,iShares MSCI Global Silver Miners ETF,Endeavour Silver Corp.,EXK,3.83,2026-09-23,https://stockanalysis.com/etf/slvp/holdings/ (top 25)
SLVP,iShares MSCI Global Silver Miners ETF,Silvercorp Metals Inc.,SVM,3.57,2026-09-23,https://stockanalysis.com/etf/slvp/holdings/ (top 25)
SLVP,iShares MSCI Global Silver Miners ETF,Kinross Gold Corporation,KGC,2.61,2026-09-23,https://stockanalysis.com/etf/slvp/holdings/ (top 25)
SLVP,iShares MSCI Global Silver Miners ETF,GoGold Resources Inc.,GGD,1.91,2026-09-23,https://stockanalysis.com/etf/slvp/holdings/ (top 25)
SLVP,iShares MSCI Global Silver Miners ETF,"Coeur Mining, Inc.",CDE,1.82,2026-09-23,https://stockanalysis.com/etf/slvp/holdings/ (top 25)
SLVP,iShares MSCI Global Silver Miners ETF,Vizsla Silver Corp.,VZLA,1.58,2026-09-23,https://stockanalysis.com/etf/slvp/holdings/ (top 25)
SLVP,iShares MSCI Global Silver Miners ETF,Pan American Silver Corp.,PAAS,1.57,2026-09-23,https://stockanalysis.com/etf/slvp/holdings/ (top 25)
SLVP,iShares MSCI Global Silver Miners ETF,Avino Silver & Gold Mines Ltd.,ASM,1.36,2026-09-23,https://stockanalysis.com/etf/slvp/holdings/ (top 25)
SLVP,iShares MSCI Global Silver Miners ETF,Eldorado Gold Corporation,EGO,1.24,2026-09-23,https://stockanalysis.com/etf/slvp/holdings/ (top 25)
SLVP,iShares MSCI Global Silver Miners ETF,Harmony Gold Mining Company Limited,HMY,1.22,2026-09-23,https://stockanalysis.com/etf/slvp/holdings/ (top 25)
SLVP,iShares MSCI Global Silver Miners ETF,DPM Metals Inc.,DPM,1.21,2026-09-23,https://stockanalysis.com/etf/slvp/holdings/ (top 25)
SLVP,iShares MSCI Global Silver Miners ETF,SSR Mining Inc.,SSRM,1.11,2026-09-23,https://stockanalysis.com/etf/slvp/holdings/ (top 25)
SLVP,iShares MSCI Global Silver Miners ETF,China Gold International Resources Corp. Ltd.,2099.HK,1.05,2026-09-23,https://stockanalysis.com/etf/slvp/holdings/ (top 25)
SLVP,iShares MSCI Global Silver Miners ETF,Lundin Gold Inc.,LUG,0.97,2026-09-23,https://stockanalysis.com/etf/slvp/holdings/ (top 25)
SLVP,iShares MSCI Global Silver Miners ETF,Highlander Silver Corp.,HSLV,0.94,2026-09-23,https://stockanalysis.com/etf/slvp/holdings/ (top 25)
SLVP,iShares MSCI Global Silver Miners ETF,New Pacific Metals Corp.,NEWP,0.88,2026-09-23,https://stockanalysis.com/etf/slvp/holdings/ (top 25)
SLJY,Amplify SILJ Junior Silver Miners Covered Call ETF (ex-YieldMax Target 12),Amplify Junior Silver Miners ETF (the fund itself),SILJ,24.19,2026-09-23,https://stockanalysis.com/etf/sljy/holdings/ (top 25)
SLJY,Amplify SILJ Junior Silver Miners Covered Call ETF (ex-YieldMax Target 12),Hecla Mining Company,HL,6.80,2026-09-23,https://stockanalysis.com/etf/sljy/holdings/ (top 25)
SLJY,Amplify SILJ Junior Silver Miners Covered Call ETF (ex-YieldMax Target 12),First Majestic Silver Corp.,AG,6.31,2026-09-23,https://stockanalysis.com/etf/sljy/holdings/ (top 25)
SLJY,Amplify SILJ Junior Silver Miners Covered Call ETF (ex-YieldMax Target 12),"Coeur Mining, Inc.",CDE,6.00,2026-09-23,https://stockanalysis.com/etf/sljy/holdings/ (top 25)
SLJY,Amplify SILJ Junior Silver Miners Covered Call ETF (ex-YieldMax Target 12),Skeena Resources Limited,SKE,4.49,2026-09-23,https://stockanalysis.com/etf/sljy/holdings/ (top 25)
SLJY,Amplify SILJ Junior Silver Miners Covered Call ETF (ex-YieldMax Target 12),Endeavour Silver Corp.,EXK,4.08,2026-09-23,https://stockanalysis.com/etf/sljy/holdings/ (top 25)
SLJY,Amplify SILJ Junior Silver Miners Covered Call ETF (ex-YieldMax Target 12),Wheaton Precious Metals Corp.,WPM,4.04,2026-09-23,https://stockanalysis.com/etf/sljy/holdings/ (top 25)
SLJY,Amplify SILJ Junior Silver Miners Covered Call ETF (ex-YieldMax Target 12),Franco-Nevada Corporation,FNV,3.84,2026-09-23,https://stockanalysis.com/etf/sljy/holdings/ (top 25)
SLJY,Amplify SILJ Junior Silver Miners Covered Call ETF (ex-YieldMax Target 12),Pan American Silver Corp.,PAAS,3.54,2026-09-23,https://stockanalysis.com/etf/sljy/holdings/ (top 25)
SLJY,Amplify SILJ Junior Silver Miners Covered Call ETF (ex-YieldMax Target 12),McEwen Inc.,MUX,3.53,2026-09-23,https://stockanalysis.com/etf/sljy/holdings/ (top 25)
SLJY,Amplify SILJ Junior Silver Miners Covered Call ETF (ex-YieldMax Target 12),OR Royalties Inc.,OR,3.42,2026-09-23,https://stockanalysis.com/etf/sljy/holdings/ (top 25)
SLJY,Amplify SILJ Junior Silver Miners Covered Call ETF (ex-YieldMax Target 12),Perpetua Resources Corp.,PPTA,3.11,2026-09-23,https://stockanalysis.com/etf/sljy/holdings/ (top 25)
